user_id,date,exercise,sets,reps,weight_kg,session_duration_hr,calories_burned,avg_bpm,max_bpm,water_intake_l,workout_type,workout_difficulty,workout_category
U0137,2024-05-17,DEADLIFT,5.0,10.0,77.5,1.01,439.0,103.0,115,0.94,STRENGTH,5.0,WEIGHT
U0593,2024-05-27,CYCLING,,,,1.16,310.0,161.0,182,0.49,CARDIO,9.0,NW
U0150,2024-12-07,YOGA,,,,0.71,552.0,127.0,151,1.08,MOBILITY,2.0,NW
U0483,2024-03-24,HIIT,,,,0.97,1743.0,141.0,157,1.0,HIIT,8.0,NW
 U0470 ,2024-07-03,DEADLIFT,3.0,7.0,77.8,1.0,204.0,114.0,134,1.06,STRENGTH,1.0,WEIGHT
U0503,2024-10-08,YOGA,,,,1.3,285.0,110.0,131,0.45,MOBILITY,1.0,NW
U0430,2024-06-25,RUNNING,,,,0.36,172.0,134.0,156,0.76,CARDIO,2.0,NW
U0706,2024-09-03,SQUAT,4.0,11.0,,0.7,544.0,118.0,133,0.61,STRENGTH,5.0,WEIGHT
U0266,2024-10-17,RUNNING,,,,1.34,412.0,149.0,161,1.09,CARDIO,5.0,NW
U0657,2024-06-10,RUNNING,,,,1.19,285.0,118.0,134,0.45,CARDIO,6.0,NW
U0452,2024-09-04,SQUAT,4.0,12.0,112.9,0.83,487.0,93.0,103,0.45,STRENGTH,1.0,WEIGHT
U0778,2024-05-14,CYCLING,,,,0.79,229.0,105.0,117,0.95,CARDIO,5.0,NW
U0310,05-29-2024,CYCLING,,,,1.49,173.0,118.0,135,,CARDIO,4.0,NW
U0937,2024-09-02,ROW,,,,0.81,197.0,144.0,157,,CARDIO,5.0,NW
U0495,2024-08-26,RUNNING,,,,0.61,303.0,132.0,145,0.6,CARDIO,1.0,NW
U0398,03-20-2024,CYCLING,,,,0.32,164.0,126.0,139,0.8,CARDIO,1.0,NW
U0984,2024-04-21,BENCHPRESS,3.0,7.0,103.7,0.63,392.0,96.0,114,0.85,STRENGTH,9.0,WEIGHT
U0983,2024-05-28,YOGA,,,,0.5,216.0,117.0,142,0.47,MOBILITY,5.0,NW
U0328,2024-03-13,YOGA,,,,1.35,207.0,92.0,110,0.94,MOBILITY,2.0,NW
U0938,2024-12-16,HIIT,,,,1.18,450.0,123.0,144,0.31,HIIT,6.0,NW
U1185,2024-06-06,CYCLING,,,,1.44,549.0,159.0,170,0.39,CARDIO,5.0,NW
U0707,2024-12-15,DEADLIFT,5.0,9.0,134.0,0.71,237.0,94.0,107,1.18,STRENGTH,10.0,WEIGHT
 U0582 ,2024-04-07,RUNNING,,,,0.43,391.0,105.0,117,1.0,CARDIO,5.0,NW
U0249,2024-03-09,RUNNING,,,,0.74,248.0,96.0,107,0.54,CARDIO,8.0,NW
U0936,2024-02-15,RUNNING,,,,1.39,318.0,147.0,168,1.07,CARDIO,4.0,NW
U1165,2024-04-20,YOGA,,,,1.13,269.0,107.0,130,,MOBILITY,1.0,NW
U0813,2024-07-10,YOGA,,,,0.79,310.0,154.0,169,0.75,MOBILITY,5.0,NW
U0126,2024/07/03,RUNNING,,,,1.34,566.0,130.0,141,0.74,CARDIO,5.0,NW
U0364,2024-02-02,RUN,,,,1.46,401.0,122.0,143,1.0,CARDIO,10.0,NW
U0205,2024-01-28,BENCHPRESS,5.0,11.0,80.1,0.86,150.0,95.0,105,1.16,STRENGTH,1.0,WEIGHT
 U0810 ,2024-12-11,DEADLIFT,3.0,10.0,92.1,0.53,586.0,132.0,142,1.08,STRENGTH,6.0,WEIGHT
U0432,2024-03-11,HIIT,,,,0.63,477.0,161.0,183,1.19,HIIT,2.0,NW
U0189,2024-10-07,RUNNING,,,,1.13,300.0,117.0,142,,CARDIO,8.0,NW
U0136,2024-11-13,SQUAT,3.0,12.0,137.3,0.48,394.0,115.0,129,0.55,STRENGTH,7.0,WEIGHT
U0875,2024-03-03,BENCHPRESS,5.0,5.0,48.0,1.2,471.0,110.0,128,0.51,STRENGTH,5.0,WEIGHT
U0387,2024-01-22,CYCLING,,,,0.66,219.0,155.0,174,0.92,CARDIO,4.0,NW
U0130,2024-01-22,RUNNING,,,,0.43,439.0,113.0,131,0.79,CARDIO,9.0,NW
U0342,2024-05-03,CYCLING,,,,0.8,344.0,148.0,168,0.52,CARDIO,5.0,NW
U1037,2024-07-01,CYCLING,,,,1.45,451.0,97.0,122,0.41,CARDIO,5.0,NW
U0291,2024-06-08,YOGA,,,,0.66,153.0,114.0,138,0.96,MOBILITY,1.0,NW
 U0528 ,2024-11-30,BENCHPRESS,3.0,12.0,109.3,1.27,316.0,112.0,130,0.67,STRENGTH,2.0,WEIGHT
U1104,2024-11-06,DEADLIFT,3.0,9.0,135.2,0.52,218.0,146.0,163,0.33,STRENGTH,4.0,WEIGHT
U0551,2024-10-15,SQUAT,3.0,11.0,91.8,0.81,415.0,91.0,101,,STRENGTH,9.0,WEIGHT
U0439,2024-03-08,SQUAT,4.0,7.0,98.9,1.0,277.0,137.0,161,0.85,STRENGTH,9.0,WEIGHT
U1095,2024-12-06,CYCLING,,,,0.86,494.0,140.0,150,0.33,CARDIO,5.0,NW
U0597,03-09-2024,HIIT,,,,1.3,294.0,151.0,165,0.58,HIIT,10.0,NW
U0571,2024-03-07,CYCLING,,,,0.63,438.0,92.0,104,0.55,CARDIO,6.0,NW
U1116,2024-10-06,BENCHPRESS,4.0,10.0,54.1,1.0,310.0,135.0,158,,STRENGTH,8.0,WEIGHT
U0466,2024-06-06,ROW,,,,1.22,516.0,100.0,112,0.68,CARDIO,10.0,NW
U0520,2024-08-11,YOGA,,,,1.12,378.0,107.0,117,,MOBILITY,5.0,NW
U0173,2024-05-13,RUNNING,,,,0.85,433.0,129.0,145,1.19,CARDIO,4.0,NW
U0881,2024-02-05,SQUAT,5.0,9.0,85.0,1.03,364.0,133.0,153,1.02,STRENGTH,4.0,WEIGHT
U0268,2024-04-30,YOGA,,,,1.11,349.0,101.0,125,0.91,MOBILITY,3.0,NW
U0041,29/03/2024,BENCHPRESS,5.0,10.0,42.1,1.01,408.0,154.0,168,1.02,STRENGTH,6.0,WEIGHT
U0266,2024-11-09,ROW,,,,1.23,210.0,146.0,169,1.12,CARDIO,5.0,NW
U0780,2024-04-03,CYCLING,,,,0.87,398.0,156.0,175,0.94,CARDIO,7.0,NW
U0361,2024-07-15,SQUAT,4.0,12.0,55.1,1.11,427.0,159.0,181,0.43,STRENGTH,8.0,WEIGHT
U0342,2024-07-16,YOGA,,,,1.45,515.0,145.0,155,0.42,MOBILITY,8.0,NW
U1063,2024-01-30,YOGA,,,,1.05,,125.0,150,0.42,MOBILITY,1.0,NW
 U0042 ,2024-08-01,SQUAT,4.0,9.0,45.8,1.19,228.0,118.0,137,1.02,STRENGTH,2.0,WEIGHT
U0600,2024-09-22,SQUAT,5.0,10.0,123.0,0.92,366.0,142.0,156,1.2,STRENGTH,5.0,WEIGHT
U0594,2024-10-29,ROW,,,,1.01,185.0,153.0,168,0.81,CARDIO,4.0,NW
U0419,2024-11-12,DEADLIFT,5.0,9.0,59.0,1.31,550.0,146.0,170,0.46,STRENGTH,3.0,WEIGHT
U0548,2024-06-18,RUNNING,,,,0.33,262.0,119.0,136,1.18,CARDIO,9.0,NW
U0859,2024-09-02,HIIT,,,,1.35,297.0,116.0,132,1.18,HIIT,5.0,NW
U0255,03-25-2024,ROW,,,,1.32,194.0,139.0,163,0.95,CARDIO,5.0,NW
 U0900 ,2024-07-18,RUNNING,,,,3.87,330.0,193.0,142,0.43,CARDIO,5.0,NW
U0438,2024-04-17,CYCLING,,,,0.85,415.0,126.0,145,0.38,CARDIO,5.0,NW
U0525,2024-05-30,BENCHPRESS,5.0,7.0,67.6,0.79,247.0,103.0,120,0.8,STRENGTH,5.0,WEIGHT
 U0397 ,2024-08-09,BENCHPRESS,3.0,6.0,48.3,0.66,356.0,162.0,185,1.04,STRENGTH,5.0,WEIGHT
U0983,2024-06-13,DEADLIFT,3.0,6.0,96.3,1.29,568.0,110.0,134,1.13,STRENGTH,9.0,WEIGHT
U0035,2024-09-09,CYCLING,,,,0.48,264.0,137.0,161,,CARDIO,4.0,NW
U1088,2024-10-19,HIIT,,,,1.02,227.0,92.0,112,0.87,HIIT,8.0,NW
U0506,2024-04-10,SQUAT,4.0,5.0,78.3,0.43,,122.0,143,0.31,STRENGTH,6.0,WEIGHT
U0003,2024-11-08,ROW,,,,0.76,435.0,105.0,126,0.66,CARDIO,6.0,NW
U0815,2024-09-26,RUNNING,,,,1.07,409.0,91.0,116,1.18,CARDIO,9.0,NW
U0380,2024-07-10,RUNNING,,,,0.43,581.0,101.0,126,0.94,CARDIO,5.0,NW
U0641,2024-02-05,RUNNING,,,,0.52,,121.0,136,0.72,CARDIO,9.0,NW
 U0863 ,2024-07-06,ROW,,,,0.38,556.0,101.0,115,4.57,CARDIO,6.0,NW
U0652,2024-09-12,BENCHPRESS,4.0,7.0,122.2,1.5,211.0,143.0,165,0.33,STRENGTH,5.0,WEIGHT
U0353,2024-10-31,HIIT,,,,1.28,499.0,130.0,143,0.51,HIIT,2.0,NW
U0048,2024-02-24,HIIT,,,,0.54,303.0,114.0,129,0.58,HIIT,8.0,NW
U0166,2024/12/02,BENCHPRESS,4.0,6.0,71.1,0.76,371.0,128.0,150,0.78,STRENGTH,4.0,WEIGHT
U1141,2024-11-15,DEADLIFT,5.0,6.0,90.4,1.3,314.0,,165,0.87,STRENGTH,7.0,WEIGHT
U1024,2024-01-24,DEADLIFT,5.0,11.0,106.5,1.04,205.0,147.0,162,0.57,STRENGTH,8.0,WEIGHT
U0669,2024-07-24,BENCHPRESS,5.0,8.0,88.3,0.43,554.0,101.0,125,1.05,STRENGTH,5.0,WEIGHT
U0020,2024-11-16,CYCLING,,,,1.19,188.0,99.0,113,0.69,CARDIO,5.0,NW
 U0656 ,2024-07-07,ROW,,,,1.18,229.0,117.0,132,0.73,CARDIO,10.0,NW
U0825,2024-04-17,DEADLIFT,3.0,9.0,97.8,0.47,336.0,,142,0.49,STRENGTH,9.0,WEIGHT
U0622,2024-03-16,BENCHPRESS,4.0,11.0,69.3,1.46,244.0,98.0,120,,STRENGTH,3.0,WEIGHT
U1024,2024-07-14,ROW,,,,1.12,467.0,104.0,123,0.57,CARDIO,5.0,NW
U0133,2024-05-19,YOGA,,,,1.35,262.0,103.0,127,1.03,MOBILITY,5.0,NW
U1094,2024-08-02,RUNNING,,,,0.87,163.0,155.0,169,0.8,CARDIO,1.0,NW
U0601,2024/01/21,CYCLING,,,,1.49,567.0,111.0,133,1.14,CARDIO,5.0,NW
U1082,2024-12-19,HIIT,,,,0.59,479.0,155.0,172,,HIIT,7.0,NW
 U0067 ,2024-12-28,DEADLIFT,4.0,7.0,95.3,1.03,327.0,147.0,164,1.03,STRENGTH,2.0,WEIGHT
U0122,2024-12-04,DEADLIFT,3.0,12.0,126.6,1.1,219.0,126.0,137,0.47,STRENGTH,7.0,WEIGHT
U0056,2024-05-06,SQUAT,3.0,11.0,53.3,0.54,340.0,116.0,129,0.84,STRENGTH,5.0,WEIGHT
U0609,2024-05-24,DEADLIFT,5.0,7.0,46.5,1.14,525.0,133.0,144,1.17,STRENGTH,4.0,WEIGHT
 U1090 ,2024-12-03,ROW,,,,0.37,237.0,115.0,138,1.01,CARDIO,5.0,NW
U0922,2024-09-10,ROW,,,,1.47,555.0,148.0,165,0.53,CARDIO,5.0,NW
U0806,2024-01-07,ROW,,,,0.44,551.0,110.0,129,0.64,ENDURANCE,5.0,NW
U0191,2024-05-26,ROW,,,,1.13,512.0,110.0,120,1.09,CARDIO,9.0,NW
U0936,2024-05-28,HIIT,,,,0.99,367.0,146.0,161,0.91,HIIT,3.0,NW
U0562,07-10-2024,HIIT,,,,0.51,171.0,149.0,169,0.58,HIIT,4.0,NW
U0860,2024-12-11,CYCLING,,,,1.14,279.0,164.0,180,0.66,CARDIO,1.0,NW
U0278,2024-11-27,CYCLING,,,,0.37,521.0,98.0,112,0.72,CARDIO,5.0,NW
U0901,2024-04-17,DEADLIFT,5.0,7.0,139.2,0.69,511.0,158.0,172,0.95,STRENGTH,1.0,WEIGHT
U0597,2024-07-20,YOGA,,,,0.49,509.0,155.0,170,0.67,MOBILITY,5.0,NW
U0909,2024-10-19,HIIT,,,,0.88,182.0,124.0,143,0.79,HIIT,1.0,NW
U1190,2024-01-29,CYCLING,,,,0.97,281.0,,155,0.85,CARDIO,6.0,NW
U0102,2024-03-14,ROW,,,,0.91,161.0,147.0,160,,CARDIO,4.0,NW
U0416,2024-11-25,BENCHPRESS,5.0,7.0,113.1,0.83,596.0,107.0,121,0.85,STRENGTH,7.0,WEIGHT
U0825,2024-06-23,HIIT,,,,1.25,229.0,,167,1.12,HIIT,5.0,NW
U0561,2024-12-27,DEADLIFT,4.0,8.0,129.6,1.41,279.0,161.0,173,0.97,STRENGTH,5.0,WEIGHT
U0344,2024-02-29,SQUAT,,5.0,137.8,0.31,275.0,126.0,144,0.78,STRENGTH,4.0,WEIGHT
U0546,2024-03-15,ROW,,,,1.22,168.0,158.0,178,0.74,CARDIO,3.0,NW
U0601,2024-11-23,DEADLIFT,,7.0,106.7,1.07,179.0,111.0,134,0.71,STRENGTH,6.0,WEIGHT
U0928,2024-11-18,DEADLIFT,4.0,8.0,87.5,0.74,269.0,118.0,142,0.59,STRENGTH,8.0,WEIGHT
U0235,2024-04-26,DEADLIFT,3.0,7.0,140.0,1.23,296.0,132.0,144,0.85,STRENGTH,9.0,WEIGHT
U0920,2024-03-31,YOGA,,,,0.59,,,182,1.04,MOBILITY,3.0,NW
U0608,2024-07-05,YOGA,,,,1.13,431.0,118.0,134,1.07,MOBILITY,6.0,NW
U0954,2024-02-13,RUNNING,,,,0.52,,134.0,149,0.53,CARDIO,5.0,NW
U0141,2024-12-12,YOGA,,,,0.42,198.0,94.0,119,0.39,MOBILITY,10.0,NW
U0105,2024-07-12,BENCHPRESS,4.0,8.0,66.7,1.06,301.0,118.0,139,0.97,STRENGTH,6.0,WEIGHT
U1010,2024-10-09,SQUAT,5.0,6.0,74.0,0.42,512.0,143.0,165,,STRENGTH,5.0,WEIGHT
U0181,2024-10-11,CYCLING,,,,0.71,596.0,150.0,165,1.13,CARDIO,3.0,NW
U0315,2024-03-14,YOGA,,,,0.36,264.0,158.0,177,0.7,MOBILITY,1.0,NW
U0218,2024-11-25,CYCLING,,,,1.05,249.0,143.0,166,1.04,CARDIO,10.0,NW
U0483,2024-11-15,ROW,,,,0.53,453.0,126.0,143,1.07,CARDIO,7.0,NW
U0305,2024-05-03,CYCLING,,,,0.87,491.0,96.0,109,0.44,CARDIO,8.0,NW
U0519,2024-03-10,BENCHPRESS,4.0,8.0,90.1,0.8,503.0,159.0,176,1.03,STRENGTH,5.0,WEIGHT
U0759,2024-01-21,YOGA,,,,1.49,347.0,116.0,141,1.08,MOBILITY,2.0,NW
U1199,2024-11-19,RUNNING,,,,0.69,588.0,118.0,143,,CARDIO,1.0,NW
U0515,2024-10-13,YOGA,,,,0.52,400.0,97.0,120,0.42,MOBILITY,2.0,NW
U0301,2024-01-05,DEADLIFT,3.0,7.0,91.3,0.48,163.0,133.0,147,0.43,STRENGTH,1.0,WEIGHT
U0797,2024-01-16,YOGA,,,,0.98,386.0,114.0,133,0.99,MOBILITY,7.0,NW
U0706,2024-05-05,BENCHPRESS,3.0,7.0,87.7,0.86,523.0,159.0,170,0.66,STRENGTH,7.0,WEIGHT
U0039,2024-03-08,DEADLIFT,4.0,9.0,61.6,0.81,485.0,96.0,106,0.95,STRENGTH,4.0,WEIGHT
U0813,2024-02-17,SQUAT,4.0,6.0,68.7,0.63,476.0,134.0,150,,STRENGTH,6.0,WEIGHT
U0412,2024-09-07,HIIT,,,,0.36,421.0,121.0,132,0.57,HIIT,9.0,NW
U0665,2024-09-13,DEADLIFT,4.0,6.0,90.5,1.42,570.0,126.0,151,0.66,STRENGTH,3.0,WEIGHT
U0796,2024-06-01,RUNNING,,,,1.23,309.0,121.0,139,1.16,CARDIO,8.0,NW
 U0140 ,2024-07-26,DEADLIFT,5.0,7.0,123.3,0.99,479.0,150.0,165,0.66,STRENGTH,5.0,WEIGHT
U0653,2024-08-15,YOGA,,,,1.44,150.0,128.0,145,0.37,MOBILITY,5.0,NW
U0007,2024-12-28,BENCHPRESS,4.0,9.0,68.5,0.37,,105.0,127,0.74,STRENGTH,4.0,WEIGHT
U1028,2024-05-06,ROW,,,,0.54,452.0,160.0,170,1.16,CARDIO,1.0,NW
U0857,2024-07-07,YOGA,,,,1.13,198.0,159.0,178,1.02,MOBILITY,1.0,NW
U0202,2024-09-19,ROW,,,,0.61,370.0,154.0,167,0.34,CARDIO,4.0,NW
U0841,2024-12-23,DEADLIFT,3.0,9.0,76.6,0.53,520.0,144.0,167,1.02,STRENGTH,7.0,WEIGHT
U1190,2024-05-17,RUNNING,,,,0.7,290.0,105.0,129,1.12,CARDIO,8.0,NW
U0561,2024-10-25,RUN,,,,1.21,307.0,96.0,110,0.41,CARDIO,2.0,NW
U0435,2024-03-14,RUN,,,,0.96,350.0,131.0,148,1.16,CARDIO,8.0,NW
U0451,2024-02-07,RUNNING,,,,1.48,392.0,95.0,112,0.53,CARDIO,8.0,NW
U1164,2024-01-06,BENCHPRESS,4.0,8.0,85.8,1.49,204.0,119.0,134,0.64,STRENGTH,3.0,WEIGHT
U0360,2024-06-24,CYCLING,,,,0.37,551.0,122.0,133,0.32,CARDIO,7.0,NW
U0035,2024-11-30,CYCLING,,,,0.5,417.0,119.0,129,1.15,CARDIO,2.0,NW
U0313,2024-11-22,RUNNING,,,,1.39,215.0,93.0,114,0.49,CARDIO,5.0,NW
U0762,2024-09-30,BENCHPRESS,5.0,7.0,43.0,0.71,273.0,158.0,172,0.81,STRENGTH,5.0,WEIGHT
U0713,2024/05/27,ROW,,,,1.36,185.0,95.0,118,0.43,CARDIO,5.0,NW
U0387,2024-03-12,RUNNING,,,,1.44,489.0,99.0,111,,CARDIO,8.0,NW
U0483,2024-05-06,JOGGING,,,,0.79,495.0,98.0,118,1.06,CARDIO,4.0,NW
U0402,2024-06-29,SQUAT,4.0,8.0,73.8,0.78,304.0,130.0,146,0.4,STRENGTH,3.0,WEIGHT
U0684,2024-06-27,SQUAT,4.0,11.0,44.9,0.42,334.0,,107,1.02,STRENGTH,2.0,WEIGHT
 U1102 ,2024-05-14,HIIT,,,,1.0,484.0,111.0,124,0.86,HIIT,5.0,NW
U0979,2024-05-16,YOGA,,,,1.39,154.0,128.0,147,0.85,MOBILITY,8.0,NW
U0983,2024-05-04,HIIT,,,,0.55,380.0,,173,0.77,HIIT,9.0,NW
U0050,2024-01-17,HIIT,,,,1.29,188.0,154.0,171,0.74,HIIT,3.0,NW
U0966,07-31-2024,CYCLING,,,,1.36,267.0,208.0,149,,CARDIO,1.0,NW
U1163,2024-06-22,ROW,,,,1.0,379.0,126.0,143,0.34,CARDIO,3.0,NW
U0946,2024-03-24,CYCLING,,,,1.23,334.0,155.0,178,,CARDIO,5.0,NW
U0658,2024-06-26,SQUAT,5.0,9.0,61.9,0.6,211.0,90.0,107,0.31,STRENGTH,2.0,WEIGHT
 U0207 ,2024-04-24,BENCHPRESS,,8.0,65.7,0.7,556.0,164.0,185,0.57,STRENGTH,8.0,WEIGHT
U0732,2024-12-20,RUNNING,,,,0.69,220.0,115.0,140,0.75,CARDIO,5.0,NW
U0449,2024-08-02,YOGA,,,,0.79,490.0,92.0,108,,MOBILITY,6.0,NW
U1123,2024-01-28,CYCLING,,,,1.14,332.0,118.0,134,0.37,CARDIO,8.0,NW
U0078,2024-01-08,CYCLING,,,,1.08,168.0,155.0,172,0.79,CARDIO,5.0,NW
U0657,2024-05-08,HIIT,,,,1.09,411.0,150.0,166,0.98,HIIT,4.0,NW
U0761,2024-12-27,BENCHPRESS,4.0,7.0,42.6,0.72,400.0,123.0,139,0.64,STRENGTH,10.0,WEIGHT
U0113,2024-04-27,HIIT,,,,1.17,522.0,93.0,111,1.15,HIIT,9.0,NW
 U0087 ,2024-03-22,HIIT,,,,1.29,388.0,113.0,135,1.06,HIIT,8.0,NW
U0306,2024-02-25,YOGA,,,,0.68,427.0,136.0,159,0.94,MOBILITY,2.0,NW
U0419,2024-10-24,RUNNING,,,,1.47,201.0,136.0,147,1.14,CARDIO,9.0,NW
U0674,2024-09-25,BENCHPRESS,4.0,10.0,83.5,1.15,217.0,94.0,114,0.49,STRENGTH,1.0,WEIGHT
U0142,2024-12-20,SQUAT,4.0,5.0,90.4,0.5,156.0,139.0,164,1.0,STRENGTH,5.0,WEIGHT
U0441,2024-05-13,ROW,,,,1.14,539.0,120.0,137,0.38,CARDIO,6.0,NW
U0617,2024-02-26,ROW,,,,0.71,509.0,114.0,138,0.53,CARDIO,10.0,NW
U1112,2024-07-21,CYCLING,,,,1.49,250.0,135.0,159,0.3,CARDIO,2.0,NW
U0679,2024-01-19,HIIT,,,,1.25,447.0,92.0,117,0.43,HIIT,1.0,NW
 U0135 ,2024-07-21,YOGA,,,,0.51,402.0,141.0,161,0.38,MOBILITY,5.0,NW
U0845,2024-11-17,CYCLING,,,,0.94,443.0,141.0,151,0.49,CARDIO,5.0,NW
U0700,2024-12-14,BENCHPRESS,4.0,10.0,91.7,1.12,209.0,142.0,155,0.51,STRENGTH,6.0,WEIGHT
U0181,2024-03-08,DEADLIFT,5.0,7.0,75.2,0.62,375.0,147.0,159,0.77,STRENGTH,3.0,WEIGHT
U0258,09-12-2024,YOGA,,,,0.42,506.0,97.0,122,0.87,MOBILITY,1.0,NW
U0533,2024-03-18,HIIT,,,,1.36,,120.0,132,,HIIT,5.0,NW
U0989,2024-12-13,SQUAT,4.0,,75.2,1.04,296.0,129.0,142,0.88,STRENGTH,3.0,WEIGHT
U0382,2024-04-17,YOGA,,,,0.46,316.0,149.0,165,0.55,MOBILITY,5.0,NW
U0852,2024-10-06,YOGA,,,,0.8,210.0,104.0,125,0.64,MOBILITY,5.0,NW
U0189,2024-04-13,BENCHPRESS,,9.0,90.2,0.98,479.0,124.0,136,0.82,STRENGTH,6.0,WEIGHT
U0785,2024-05-05,SQUAT,3.0,5.0,121.5,1.44,343.0,111.0,132,0.64,STRENGTH,5.0,WEIGHT
U0439,2024-09-24,BENCHPRESS,3.0,9.0,115.8,0.65,404.0,123.0,148,1.0,STRENGTH,9.0,WEIGHT
U0322,2024-08-02,RUNNING,,,,0.33,162.0,104.0,122,0.84,CARDIO,1.0,NW
U0058,2024-09-29,YOGA,,,,0.58,261.0,161.0,181,0.83,MOBILITY,10.0,NW
U0909,2024-05-17,RUNNING,,,,0.81,188.0,156.0,180,0.4,CARDIO,9.0,NW
U1036,2024-09-06,SQUAT,3.0,8.0,91.0,1.05,464.0,115.0,134,0.46,STRENGTH,5.0,WEIGHT
U1118,2024-03-10,RUNNING,,,,0.5,452.0,121.0,145,,CARDIO,4.0,NW
U0204,2024-11-23,SQUAT,3.0,,100.5,1.15,196.0,126.0,145,0.81,STRENGTH,9.0,WEIGHT
U0280,2024-09-30,CYCLING,,,,0.66,560.0,92.0,111,1.12,CARDIO,4.0,NW
U0487,2024-01-14,RUNNING,,,,0.63,487.0,139.0,164,0.95,CARDIO,10.0,NW
U0453,2024-02-19,SQUAT,4.0,5.0,,1.37,355.0,142.0,159,1.19,STRENGTH,9.0,WEIGHT
U0730,2024-06-15,ROW,,,,1.04,278.0,94.0,116,1.1,CARDIO,10.0,NW
U0403,2024/04/17,CYCLING,,,,0.68,529.0,95.0,105,0.6,CARDIO,4.0,NW
U0529,2024-01-23,SQUAT,3.0,10.0,101.2,0.68,450.0,140.0,152,0.6,STRENGTH,5.0,WEIGHT
U0189,2024-08-01,DEADLIFT,5.0,5.0,102.2,1.17,,92.0,102,1.05,STRENGTH,8.0,WEIGHT
U0483,16/04/2024,HIIT,,,,0.4,349.0,100.0,124,0.44,HIIT,10.0,NW
U1051,2024-04-18,DEADLIFT,5.0,12.0,79.8,1.48,467.0,162.0,179,,STRENGTH,3.0,WEIGHT
U0835,2024-02-06,DEADLIFT,5.0,7.0,,1.46,425.0,120.0,144,0.97,STRENGTH,3.0,WEIGHT
U0070,2024-07-24,CYCLING,,,,1.13,276.0,93.0,116,0.78,CARDIO,9.0,NW
U0467,01/03/2024,RUNNING,,,,0.95,276.0,150.0,162,0.55,CARDIO,10.0,NW
U0277,2024-01-11,YOGA,,,,1.41,331.0,139.0,164,0.93,MOBILITY,4.0,NW
U0786,2024-02-12,YOGA,,,,1.0,578.0,137.0,155,0.31,MOBILITY,5.0,NW
U0069,2024-10-19,HIIT,,,,1.05,389.0,126.0,149,0.47,HIIT,5.0,NW
U1030,2024-06-15,BENCHPRESS,5.0,5.0,123.3,0.99,245.0,157.0,181,0.63,STRENGTH,5.0,WEIGHT
 U1162 ,2024-02-13,BENCHPRESS,4.0,11.0,80.8,0.88,154.0,117.0,128,0.97,STRENGTH,3.0,WEIGHT
U0577,2024-02-07,DEADLIFT,3.0,8.0,71.9,0.39,548.0,103.0,123,0.37,STRENGTH,10.0,WEIGHT
U0255,2024-02-18,YOGA,,,,1.14,386.0,158.0,170,0.72,MOBILITY,6.0,NW
U0401,2024-02-28,HIIT,,,,1.34,356.0,121.0,135,0.75,HIIT,6.0,NW
U0386,2024-05-30,YOGA,,,,4.46,366.0,134.0,149,0.76,MOBILITY,8.0,NW
U0437,2024-07-04,HIIT,,,,1.35,373.0,100.0,113,0.99,HIIT,5.0,NW
U0481,2024-11-14,ROW,,,,0.72,344.0,103.0,113,,CARDIO,2.0,NW
U0147,2024-12-14,HIIT,,,,1.06,317.0,114.0,133,0.8,HIIT,5.0,NW
U0774,09-14-2024,SQUAT,4.0,5.0,62.1,0.57,222.0,141.0,156,0.56,STRENGTH,5.0,WEIGHT
U0148,2024-11-23,BENCHPRESS,3.0,6.0,45.0,0.62,440.0,94.0,114,0.38,STRENGTH,9.0,WEIGHT
U0584,2024-11-23,HIIT,,,,0.52,462.0,125.0,150,0.66,HIIT,5.0,NW
U1195,2024-06-03,CYCLING,,,,0.62,363.0,94.0,112,1.15,CARDIO,3.0,NW
U1167,2024-01-20,ROW,,,,0.54,499.0,152.0,169,0.99,CARDIO,5.0,NW
U1148,2024-01-09,RUNNING,,,,1.32,475.0,112.0,137,0.65,CARDIO,7.0,NW
U0018,2024-12-22,RUNNING,,,,1.21,213.0,158.0,181,0.93,CARDIO,5.0,NW
U0559,2024-09-20,BENCHPRESS,3.0,10.0,92.4,0.54,214.0,94.0,117,,STRENGTH,3.0,WEIGHT
U1101,2024-10-09,ROW,,,,0.42,287.0,139.0,156,0.66,CARDIO,2.0,NW
U1125,2024-04-08,HIIT,,,,1.48,579.0,98.0,111,0.58,HIIT,1.0,NW
U0102,2024-03-03,HIIT,,,,1.23,380.0,132.0,142,1.06,HIIT,3.0,NW
U0554,2024-06-24,ROW,,,,0.34,301.0,103.0,123,,CARDIO,10.0,NW
U0366,2024-03-18,RUNNING,,,,1.32,306.0,102.0,119,0.63,CARDIO,2.0,NW
U0930,2024-08-23,SQUAT,3.0,6.0,68.0,1.21,476.0,105.0,126,0.47,STRENGTH,2.0,WEIGHT
U1106,2024-12-12,RUN,,,,1.32,219.0,146.0,156,0.98,CARDIO,4.0,NW
U0834,2024-02-14,HIIT,,,,1.4,376.0,139.0,162,1.11,HIIT,4.0,NW
U0103,2024-08-03,YOGA,,,,0.59,190.0,132.0,148,,MOBILITY,8.0,NW
U0833,2024-02-12,RUNNING,,,,1.32,506.0,93.0,111,0.72,CARDIO,5.0,NW
U0693,2024-05-13,HIIT,,,,0.76,254.0,152.0,167,0.54,HIIT,8.0,NW
U1003,2024-02-06,SQUAT,3.0,7.0,122.5,1.0,364.0,103.0,128,1.01,STRENGTH,5.0,WEIGHT
