user_id,date,exercise,sets,reps,weight_kg,session_duration_hr,calories_burned,avg_bpm,max_bpm,water_intake_l,workout_type,workout_difficulty
U0725,2024/08/05,Rowing,,,,0.75,547.0,133.0,157,0.82,Cardio,10-10
U0770,2024-10-19,Deadlift,4.0,9.0,122.1,1.21,293.0,118.0,141,1.19,Strength,6-10
U0694,2024-12-27,Bench Press,4.0,11.0,41.7,0.84,365.0,133.0,144,0.53,Strength,2.0
U0154,2024-06-11,Bench Press,5.0,9.0,93.0,1.38,433.0,99.0,116,1.07,Strength,4 out of 10
U0473,2024-03-14,Rowing,,,,0.57,514.0,118.0,132,1.1,Cardio, 6
U0524,2024-05-09,HIIT,,,,,253.0,129.0,148,0.33,High Intensity,9 
U0627,2024/05/04,Deadlift,5.0,10.0,114.0,1.08,552.0,105.0,122,1.01,Strength,8/10
 U0222 ,2024-06-30,Deadlift,4.0,6.0,48.9,0.67,518.0,149.0,174,1.05,Strength,8-10
U0023,2024-10-13,Deadlift,4.0,6.0,131.9,,471.0,,121,0.65,Strength,
U0320,2024-12-24, Dead Lift ,4.0,11.0,140.0,1.39,586.0,115.0,127,0.97,strength,
U0494,2024-10-03,Squat,4.0,8.0,109.0,0.55,578.0,130.0,147,0.66,Strength,7 (easy)
U0122,04-13-2024,Cycling,,,,0.97,272.0,135.0,151,0.48,Cardio,
U0558,2024-05-12,BenchPress,3.0,9.0,101.1,1.42,519.0,158.0,169,0.75,Strength,10 (hard)
U0059,2024-11-20,Yoga,,,,0.42,1897.0,115.0,134,0.92,Mobility,Level 2
U0381,2024-02-26,HIIT,,,,1.4,287.0,115.0,137,1.08,hiit,8/10
U0301,2024-12-13,Bench Press,5.0,9.0,65.2,1.27,415.0,106.0,123,0.85,Strength,10 out of 10
U0703,2024-01-08,Bench Press,3.0,,51.6,1.1,410.0,109.0,123,0.69,Strength,6-10
U0914,2024-12-08,Bench Press,5.0,6.0,102.9,1.08,537.0,164.0,174,0.7,Strength,5 (easy)
U0107,2024-05-18,Yoga Flow,,,,0.51,301.0,140.0,155,0.62,Mobility,1/10
U0650,07-15-2024,RUN,,,,0.96,397.0,141.0,151,0.98,Cardio,4/10
U0037,2024-06-14,Cycling,,,,0.48,298.0,137.0,158,0.34,Cardio,Level 7
U0561,2024-08-27,Bench Press,3.0,8.0,134.7,0.53,151.0,109.0,122,1.15,Strength,5-10
U1073,2024-03-27,DEADLIFT,4.0,7.0,88.7,0.31,513.0,157.0,174,1.13, Strength ,6/10
U0483,2024-12-23,Yoga,,,,0.73,314.0,114.0,135,0.62,Mobility,
U0884,2024-09-09,HIIT,,,,1.22,316.0,163.0,173,0.69,HIIT,10/10
U0087,2024-06-14,Bench Press,3.0,5.0,120.4,1.39,193.0,144.0,169,0.53,Strength,2 
U0235,2024-06-03,cycling,,,,1.39,406.0,129.0,141,0.96,CARDIO,7.0
U0412,2024/11/21,Running,,,,1.37,192.0,146.0,162,0.66,Cardio,10 out of 10
U0956,2024-04-14,Rowing,,,,0.9,151.0,144.0,166,0.72,Cardio,9
U0583,2024-10-30,Bench Press,4.0,8.0,95.4,1.49,,113.0,136,0.37,Strength, 3
U0077,2024-11-01,Cycling,,,,1.38,511.0,161.0,171,0.74,Cardio, 1
U0358,2024-07-16,H.I.I.T,,,,1.0,198.0,146.0,170,0.95,HIIT,8
U0218,2024-11-30, Cycling ,,,,0.45,467.0,137.0,152,0.8,Cardio,10-10
U0474,2024-12-21,Deadlift,4.0,6.0,105.7,,434.0,112.0,126,0.36,Strength,five
U0579,06-03-2024,Yoga,,,,,159.0,140.0,164,0.7,Mobility,
U0913,2024-02-13,H.I.I.T,,,,0.8,500.0,108.0,124,,HIIT,10
U0151,2024-07-29,Deadlift,3.0,8.0,76.2,0.96,510.0,161.0,186,0.52,Strength,Level 6
U0416,2024-02-10,Squat,4.0,5.0,95.5,0.6,405.0,156.0,168,0.48,Strength,10 out of 10
U0578,2024-10-28,Cycling,,,,1.05,157.0,117.0,127,0.76,Cardio,6
U0546,2024-09-22,Squat,3.0,7.0,57.5,0.32,570.0,96.0,118,0.52,Strength, 9
U0387,2024-12-05,Bench Press,3.0,9.0,136.3,0.9,334.0,120.0,134,0.58,Strength,10.0
 U0803 ,2024-06-10,Yoga,,,,0.35,305.0,113.0,137,0.71,Mobility,6
U0554,2024-12-06,Rowing,,,,0.96,378.0,121.0,146,0.83,Cardio,
U0002,2024-11-03,Bench Press,4.0,7.0,77.9,1.16,327.0,147.0,165,0.74,Strength,8
U0508,2024/02/28, Yoga ,,,,0.84,,144.0,162,1.01,Mobility,2 
U0706,2024-09-29,Deadlift,3.0,9.0,112.9,0.98,182.0,124.0,134,0.82,Strength,ten
U0339,2024-08-10,Running,,,,0.64,289.0,100.0,123,1.02,Cardio,N/A
U0783,2024/09/02,Squat,3.0,5.0,66.8,1.43,436.0,93.0,116,0.37,Strength,4 
U0742,2024-02-05,Cycling,,,,1.36,292.0,122.0,133,1.08,Cardio,N/A
U0557,2024-04-25,running,,,,1.09,510.0,122.0,139,1.15,Cardio,
U0420,2024-05-07,Rowing,,,,0.5,545.0,127.0,137,0.8,Cardio,8/10
U0510,2024-03-28,Bench Press,5.0,8.0,91.2,1.17,228.0,114.0,139,0.48,Strength,8
U0259,2024-02-01,Bench Press,5.0,6.0,92.3,0.66,268.0,133.0,158,0.43,Strength,N/A
U0591,2024-07-28,Deadlift,5.0,5.0,130.3,0.63,458.0,111.0,125,1.19,Strength,8 
U1181,2024-03-24,rowing,,,,1.2,523.0,92.0,104,,Cardio,10/10
U0581,2024-04-18,Bike,,,,1.32,244.0,122.0,133,0.51,CARDIO,7
U0743,2024-01-12,Rowing,,,,0.67,335.0,98.0,117,0.75,Cardio,7 
U0598,2024-04-22,Indoor Rowing,,,,0.34,313.0,129.0,150,0.81,Cardio,5.0
U0986,2024-10-02,HIIT,,,,0.88,478.0,128.0,150,1.04,HIIT,9 
U0909,2024-01-29,Running,,,,1.32,563.0,120.0,133,0.91,Cardio,4
U0297,2024-11-17,Bench Press,3.0,11.0,78.4,0.64,480.0,122.0,137,1.16,Strength,2-10
U0094,2024-10-09,Rowing,,,,0.99,392.0,108.0,124,0.55,Endurance,8/10
 U1084 ,2024-07-27,running,,,,0.51,428.0,161.0,186,0.64,Cardio,
U0266,2024-06-23,RUN,,,,0.46,313.0,106.0,123,1.1,Cardio,2/10
U1166,2024-10-31,Rowing,,,,0.63,429.0,111.0,126,0.9,Cardio,9
U0980,2024-07-20,Cycling,,,,0.36,446.0,163.0,184,,Cardio,1 out of 10
U0521,2024-05-28,Yoga,,,,0.4,280.0,108.0,125,0.81,Mobility,3
U0471,2024-03-04,Deadlift,5.0,9.0,50.8,1.05,568.0,125.0,148,1.12,Strength,N/A
U1075,2024-03-27,Running,,,,1.2,217.0,146.0,162,0.82,Cardio, 9
U0351,2024-12-15,Yoga,,,,0.36,524.0,159.0,177,1.08,Mobility,Level 9
U0647,2024-11-16,Bench Press,3.0,5.0,52.7,1.0,361.0,107.0,132,0.61,Str, 7
U0458,2024-09-15,Cycling,,,,0.86,150.0,138.0,151,0.67,Cardio,
U1044,15/12/2024,Bench Press,4.0,5.0,92.3,0.66,402.0,113.0,124,0.4,Strength,8 out of 10
U0402,2024-11-11, HIIT ,,,,0.46,552.0,124.0,136,0.35,HIIT,2/10
U0324,2024-11-07,HIIT,,,,1.45,367.0,129.0,154,1.18,HIIT,
 U0568 ,2024-02-01,HIIT,,,,0.56,246.0,124.0,145,,HIIT, 3
U1070,2024-08-27,Cycling,,,,0.42,466.0,143.0,160,0.85,Cardio,4 out of 10
U0284,2024-04-17,Running,,,,0.46,198.0,122.0,139,0.8,Cardio,3.0
U1004,2024-08-24,Yoga,,,,0.79,376.0,135.0,149,1.11,Mobility,Level 6
U0005,2024-10-18,SQUAT,3.0,6.0,47.0,0.46,281.0,112.0,123,1.17,Strength,
U0437,2024-04-23,Rowing,,,,1.09,588.0,164.0,183,1.08,Cardio,
U0252,2024-01-27,Deadlift,4.0,6.0,62.7,0.88,551.0,116.0,129,0.75,Strength,N/A
U0449,2024-11-11,Bench Press,5.0,7.0,43.7,1.09,533.0,149.0,166,0.83,Strength,Level 9
U0254,2024-10-18,RUN,,,,0.61,517.0,141.0,160,,Cardio,8 
U0851,2024-02-13,Deadlift,3.0,5.0,41.9,1.13,394.0,156.0,169,1.16,Strength,Level 9
U1060,2024-05-02,Cycling,,,,0.91,576.0,155.0,177,1.02,Cardio,
U0604,2024-01-11,Bench Press,5.0,11.0,78.6,1.05,386.0,162.0,172,,Strength, 8
U0606,2024/10/28,Rowing,,,,1.23,471.0,139.0,150,0.62,Cardio,8.0
U0996,2024-09-10,Cycling,,,,1.21,521.0,110.0,129,0.63,Cardio,1.0
U1021,2024-09-03,Rowing,,,,0.31,512.0,141.0,153,1.19,Cardio,5
U0927,2024-06-28,Deadlift,4.0,9.0,78.5,1.26,228.0,147.0,169,0.72,Strength,8 
U0202,2024-11-07,Yoga,,,,1.06,492.0,147.0,169,0.74,Mobility,6
U0481,2024-02-04, Rowing ,,,,0.31,392.0,114.0,132,0.6, Cardio ,
U1163,2024-10-19,Rowing,,,,0.54,382.0,,113,,Cardio,
U0406,2024-06-10,H.I.I.T,,,,0.4,155.0,139.0,158,0.71,HIIT,2
U0235,2024-05-30,Jogging,,,,1.25,504.0,122.0,142,0.74,Cardio,1 (easy)
U0353,2024-02-14,Squat,4.0,8.0,92.4,1.42,425.0,135.0,156,0.56,Strength,10-10
U0977,29/01/2024,Squat,4.0,,51.3,1.4,588.0,134.0,153,0.87,Strength,3-10
U1084,2024-11-25,Bench Press,3.0,10.0,,1.28,193.0,159.0,169,0.93,Strength, 2
U0055,2024-06-08,HIIT,,,,0.74,531.0,135.0,150,,HIIT,9
 U0459 ,2024-09-12,Bench Press,5.0,5.0,40.6,1.26,258.0,103.0,126,0.44,Strength,1.0
U0322,2024-01-08,Squat,3.0,10.0,76.0,0.95,385.0,137.0,154,0.97,Strength,2.0
U0671,2024-03-19, Cycling ,,,,0.79,599.0,98.0,111,0.72,Cardio,1.0
U0958,2024-07-25,Bench Press,4.0,8.0,120.7,1.23,544.0,152.0,169,1.08,Strength,7 (easy)
U0224,2024-08-10,Deadlift,5.0,9.0,59.8,0.43,519.0,125.0,149,0.66, Strength ,
U0188,2024-02-17,Cycling,,,,0.66,597.0,148.0,162,1.03,Cardio,N/A
U0619,2024-05-19,Squat,5.0,10.0,139.0,1.28,439.0,138.0,161,0.37,Strength,6 out of 10
U0424,2024-09-02,Squat,3.0,7.0,45.1,0.5,162.0,163.0,182,0.85,STRENGTH,10-10
U0054,2024-10-31,Deadlift,4.0,5.0,131.9,0.63,385.0,143.0,153,0.76,Strength,
U0855,2024-12-25,RUN,,,,0.93,508.0,131.0,150,0.36,Cardio,3/10
U1167,12-24-2024,Running,,,,0.81,244.0,115.0,132,0.62,Cardio,
U0064,2024-04-04,Yoga,,,,0.78,297.0,155.0,170,1.08,Mobility,9 
U0654,2024-11-01,Bench Press,5.0,10.0,90.0,0.58,470.0,110.0,125,0.83,Strength,ten
U0377,2024-10-30,Squat,3.0,11.0,95.5,,527.0,93.0,104,1.19,Strength,8
U1120,2024-09-22,H.I.I.T,,,,1.0,548.0,134.0,157,1.07,HIIT,6
U1043,2024-04-16,Running,,,,0.44,389.0,154.0,170,0.93,Cardio,8 (hard)
U0305,2024-07-30,bench press,4.0,8.0,67.4,1.03,483.0,97.0,115,1.02,Str,3 (easy)
U0947,2024-09-12,Squat,4.0,12.0,53.1,0.36,211.0,111.0,121,,Strength,Level 2
U0162,2024-08-09,Bench Press,3.0,7.0,125.3,0.66,568.0,163.0,180,0.99,Strength,4
U0869,2024-07-11, HIIT ,,,,0.58,175.0,96.0,118,0.57,HIIT,2 (easy)
U1121,2024-09-23,Running,,,,0.52,229.0,141.0,159,0.61,Cardio,
U0656,2024-12-18,Rowing,,,,1.04,563.0,151.0,176,0.49,Cardio,
U0117,2024-05-30,Bench Press,3.0,6.0,62.4,1.22,529.0,,172,0.62,Strength,8.0
U0932,2024-08-13, HIIT ,,,,0.57,489.0,143.0,166,1.1,HIIT,
U0539,08-07-2024,Running,,,,0.37,220.0,111.0,133,0.46,Cardio,N/A
U1126,2024-08-26,HIIT,,,,0.31,332.0,127.0,144,0.62,HIIT,7
U0355,2024-05-05,Squat,5.0,12.0,96.0,0.45,564.0,108.0,133,1.06,Strength,1 
U0131,2024-10-14,Bench Press,4.0,8.0,109.7,0.3,237.0,122.0,143,0.78,Strength,
U0150,2024-06-12,HIIT,,,,0.59,283.0,99.0,117,0.7,HIIT,N/A
 U0498 ,2024-08-09,Deadlift,4.0,7.0,95.1,1.1,434.0,153.0,163,0.85,Strength,5.0
U0533,2024-01-06,Squat,3.0,5.0,42.5,0.62,189.0,107.0,130,0.5,Strength,1/10
U0646,2024-10-08,Squat,3.0,8.0,42.0,0.45,196.0,119.0,130,,Strength,3 
 U0073 ,2024-06-04,Yoga,,,,1.24,231.0,104.0,119,1.04,Mobility,2 out of 10
 U1028 ,2024-10-15,Squat,3.0,11.0,64.0,1.17,429.0,111.0,132,0.36,Strength,ten
U0852,2024-01-24,ROW,,,,0.74,349.0,99.0,114,0.93,Cardio,
U0910,2024-03-26,Squat,3.0,7.0,120.7,0.39,598.0,120.0,143,1.17,Strength,
U0340,2024-05-12,Deadlift,5.0,6.0,76.0,1.34,327.0,91.0,114,0.84,strength,7
U0625,2024-09-02, Rowing ,,,,1.23,,,150,0.87,Cardio,10 out of 10
U0008,2024-06-13,HIIT,,,,,314.0,152.0,174,0.73,HIIT,
U1118,2024-03-31,Yoga,,,,1.5,497.0,146.0,168,,Mobility,7 (easy)
U0287,2024-12-08,Rowing,,,,0.63,394.0,148.0,166,,Cardio,4
U0105,2024-12-02,HIIT,,,,0.63,499.0,,114,0.56,HIIT,2 (easy)
U0994,2024-09-15,Deadlift,3.0,6.0,61.7,1.5,175.0,163.0,187,,Strength,N/A
U1117,2024-07-06,Cycling,,,,0.68,570.0,141.0,165,0.97,Cardio, 2
U0731,2024-03-21,Running,,,,0.41,382.0,116.0,138,0.51,Cardio,3
U0229,2024-03-04,Running,,,,1.47,320.0,94.0,109,0.48,Cardio,1.0
U0241,2024-02-16,Deadlift,,12.0,101.1,1.24,503.0,113.0,130,0.34,Strength,9 (hard)
U0431,2024-03-10,Cycling,,,,1.15,555.0,151.0,173,0.95,Cardio, 3
U1107,2024-03-16,Dead Lift,3.0,8.0,59.5,0.61,535.0,134.0,155,1.09,Strength,1/10
U0068,2024-12-23,Cycling,,,,1.09,247.0,115.0,134,0.42,Cardio,1/10
U0948,2024-02-20,Deadlift,4.0,10.0,58.0,1.22,583.0,143.0,159,1.02,Strength,4 out of 10
U1192,2024-10-29,Running,,,,0.99,175.0,151.0,168,1.13,CARDIO,
U0929,2024-10-18,Yoga,,,,1.47,205.0,94.0,112,0.62,Mobility,8
 U0528 ,2024-05-02,High Intensity Interval Training,,,,0.36,306.0,106.0,124,1.02,HIIT, 3
U0956,2024-12-15,HIIT,,,,0.72,528.0,121.0,134,0.58,HIIT,Level 4
U0623,2024-03-03,Squat,3.0,7.0,133.6,1.39,481.0,149.0,173,0.99,Strength,8/10
U0385,2024-12-19,Cycling,,,,0.53,284.0,96.0,116,0.94,Cardio,1.0
U0313,2024-02-16,Cycling,,,,0.9,153.0,191.0,155,0.95,Cardio,9-10
U0910,2024-09-16,Bench Press,3.0,11.0,138.1,1.32,322.0,164.0,187,0.42,Strength,9 (hard)
U0173,2024-04-03,HIIT,,,,1.48,307.0,104.0,127,1.08,HIIT,
U1094,2024-08-14,Bench Press,4.0,9.0,121.4,0.53,517.0,136.0,161,,Strength,10
U1135,2024-10-19,Running,,,,0.92,389.0,98.0,122,0.96,CARDIO,1 (easy)
U1114,2024-11-08,Cycling,,,,0.87,507.0,133.0,144,1.03,Cardio,
U0961,2024-06-12,Yoga,,,,0.59,385.0,113.0,131,1.11,mobility,Level 7
U0936,2024-09-21,Cycling,,,,0.82,254.0,105.0,117,0.69,Cardio,2/10
U0686,2024-06-16,Rowing,,,,1.37,581.0,152.0,162,0.42,Cardio,8 out of 10
 U0460 ,2024-07-29,running,,,,1.4,483.0,97.0,114,0.58,Cardio,
U0749,2024-09-09,Running,,,,0.31,158.0,116.0,130,,Cardio,
U0200,2024-03-26,Running,,,,0.81,208.0,125.0,147,1.01,Cardio,8.0
U0456,2024-11-25,Cycling,,,,0.73,341.0,121.0,135,1.15,Cardio,7.0
 U0043 ,2024-02-17,Running,,,,1.24,502.0,97.0,113,,Cardio,8.0
U0418,2024-10-23,Cycling,,,,,366.0,125.0,136,1.15,Cardio,N/A
U0461,2024/03/02,Bench Press,3.0,5.0,133.4,0.62,376.0,118.0,136,0.34,Strength,6 (easy)
U0114,2024-03-14,Rowing,,,,0.32,452.0,90.0,102,1.01,Cardio,8 out of 10
U0422,2024-01-30,Yoga,,,,1.04,484.0,95.0,110,1.16,Mobility,9 
U1067,2024-04-10,Squat,3.0,8.0,,0.77,403.0,137.0,153,0.69,strength,5
U1183,2024-10-03,Bench Press,5.0,11.0,45.4,1.41,323.0,109.0,126,1.05,Strength,
U0616,2024-07-27,Deadlift,5.0,5.0,,0.56,360.0,,121,1.07,Strength,9/10
U0196,2024-11-18,Deadlift,4.0,11.0,125.3,0.36,524.0,120.0,145,0.66,STRENGTH,
U0832,2024-12-07,HIIT,,,,0.82,312.0,118.0,134,,HIIT,8/10
U0572,2024-04-16,Rowing,,,,0.35,174.0,107.0,123,0.79,Cardio,4/10
 U1097 ,2024-02-21,Running,,,,1.33,333.0,125.0,145,1.08,Cardio,
U0501,2024-10-18,DEADLIFT,,5.0,111.9,1.15,293.0,138.0,161,0.62,Strength,10 
U1115,2024-02-08,Running,,,,1.08,506.0,156.0,178,0.79,Cardio,Level 9
U0774,16/09/2024,Cycling,,,,1.33,168.0,125.0,140,0.69,Cardio,4 (easy)
U0846,2024-02-14,Bench Press,5.0,11.0,98.5,0.53,437.0,101.0,120,0.82, Strength ,9-10
U0634,2024-03-26,Rowing,,,,1.06,494.0,160.0,178,0.48,Cardio,7 (easy)
U0959,2024-02-25,YOGA,,,,1.09,181.0,141.0,161,0.45,Mobility,8/10
U0021,2024-05-21,Bench Press,4.0,5.0,99.2,1.25,408.0,146.0,161,,Strength,7.0
U1069,2024-03-14,HIIT,,,,0.74,531.0,,117,0.65,HIIT,Level 6
U0654,2024-11-22,Yoga,,,,0.59,310.0,163.0,187,0.77,Mobility,
U0346,2024-12-03,Running,,,,1.42,191.0,127.0,151,0.45,Cardio,5.0
U0616,2024-03-10,Running,,,,1.06,449.0,121.0,143,0.65, Cardio ,N/A
U0531,2024-08-30,Deadlift,5.0,10.0,105.6,0.95,594.0,140.0,155,1.14,Strength,8
U0563,2024-09-11,Yoga,,,,1.22,290.0,140.0,155,0.95,Mobility,Level 2
U0825,2024-09-14,Squat,4.0,11.0,130.8,1.23,374.0,149.0,174,0.91,Strength,10.0
U0330,2024-04-30,Bench Press,4.0,9.0,78.6,0.75,507.0,,184,1.03,Strength,7 (easy)
U0070,2024-09-08,HIIT,,,,1.48,307.0,153.0,166,1.14,HIIT,
U0067,2024/02/25,Rowing,,,,1.16,208.0,128.0,149,1.19,Cardio,7 (easy)
U0038,2024-05-15,Bench Press,5.0,6.0,97.7,4.16,271.0,110.0,127,0.9,Strength,N/A
U0272,2024-12-13,Deadlift,3.0,12.0,,0.67,595.0,103.0,116,0.7,Strength,2
U0582,2024/05/26,Running,,,,1.12,456.0,100.0,123,0.45,Cardio,4 out of 10
U1185,2024-01-18,Indoor Rowing,,,,1.15,233.0,106.0,127,0.78,Cardio,9.0
U0565,2024-06-22,Rowing,,,,0.43,504.0,104.0,129,0.76,Cardio,4/10
U1121,27/12/2024,Cycling,,,,,578.0,136.0,149,1.2,Cardio,Level 7
U0491,2024-09-07,Cycling,,,,0.9,300.0,120.0,130,0.96,Cardio,9/10
 U0655 ,2024-05-31,HIIT,,,,1.38,269.0,130.0,147,0.85,HIIT,
U0403,2024-01-16,Jogging,,,,0.77,197.0,151.0,169,0.9,Cardio,5 
U0894,2024-04-10,Rowing,,,,0.59,193.0,145.0,163,1.14,Cardio,9 (hard)
U0985,2024-02-14,Bench Press,3.0,8.0,70.2,1.11,339.0,123.0,133,0.69,Strength,1.0
U0243,2024-11-22,Squat,4.0,10.0,83.0,1.41,199.0,150.0,170,0.38,Strength, 4
U0346,2024-05-19,Bench Press,4.0,12.0,126.0,0.82,208.0,103.0,120,1.0,Strength,9
U1058,2024-08-14,Running,,,,0.59,1850.0,150.0,162,0.43,Cardio,
U0488,2024-07-08,Bench Press,3.0,12.0,81.9,0.9,1755.0,130.0,150,0.3,Strength, 7
U0262,2024-07-19,Deadlift,3.0,6.0,95.5,0.66,2482.0,132.0,151,0.87,Strength,6
U0864,2024-06-19,HIIT,,,,0.73,174.0,118.0,134,0.96,HIIT,4-10
U1094,2024-04-08,Running,,,,0.79,490.0,120.0,131,1.06,Cardio,3 
U0141,2024-10-25,Yoga,,,,1.44,210.0,124.0,141,0.81,Mobility,3
U0678,2024-07-07,Rowing,,,,1.02,274.0,114.0,124,0.82,Endurance, 3
U0812,2024-03-20,cycling,,,,1.42,277.0,105.0,120,0.44,CARDIO,5-10
U0398,15/11/2024,Running,,,,0.71,331.0,110.0,127,,Endurance,2 out of 10
U0108,2024-09-15,Cycling,,,,1.24,163.0,90.0,108,0.8,Cardio,Level 1
U0838,2024-03-23,Deadlift,3.0,12.0,130.1,,512.0,137.0,148,,Strength,10/10
U0467,2024-11-21,HIIT,,,,1.15,166.0,129.0,146,0.8,HIIT,4
U1120,2024-08-09,Yoga,,,,,237.0,122.0,133,0.34,Mobility,1
U0175,2024-10-25,HIIT,,,,0.36,253.0,140.0,153,1.04,HIIT,4 (easy)
U0014,2024-09-29,Deadlift,4.0,10.0,125.0,1.1,297.0,116.0,136,0.61,strength,1.0
U0252,2024-09-12,Bench Press,5.0,7.0,91.6,0.33,266.0,138.0,157,0.32,Strength,9 (hard)
U0850,2024-08-23,Dead Lift,5.0,6.0,112.9,1.04,520.0,98.0,118,1.18,Strength,9
U0787,2024-01-14, Squat ,4.0,11.0,46.9,0.83,427.0,120.0,142,1.05, Strength ,7
U0688,2024-12-01,Running,,,,1.41,377.0,98.0,119,0.47,Cardio,2 
U0647,2024-03-07,Running,,,,1.3,519.0,138.0,148,0.7,Endurance, 8
U1060,2024-06-10,Yoga,,,,0.34,311.0,106.0,122,0.36,Mobility,
U0263,2024-10-05,Yoga,,,,0.32,353.0,104.0,118,0.68,Flexibility,7.0
U0531,2024-05-19,Bench Press,5.0,,110.4,0.67,312.0,152.0,167,0.8,Strength,10 (hard)
U0570,2024-07-30,deadlift,3.0,5.0,57.6,0.67,482.0,160.0,184,0.81,Strength,Level 4
U0667,2024-09-19,Back Squat,5.0,9.0,100.3,1.38,369.0,110.0,133,,Strength,3
U0320,2024-04-06,Yoga,,,,0.92,180.0,112.0,130,,Mobility,
U0128,2024-01-15,Cycling,,,,0.92,573.0,135.0,146,0.51,Cardio,Level 3
U0444,2024-12-01,Rowing,,,,1.15,468.0,135.0,148,0.55,Cardio,N/A
U1046,2024-08-19,Running,,,,1.42,296.0,116.0,134,4.51,Endurance,8-10
U0305,2024/07/26,Cycling,,,,0.38,,108.0,133,0.81,Cardio,7/10
U1130,2024-08-21,Deadlift,5.0,7.0,72.8,0.7,202.0,157.0,168,1.13,Str,Level 9
U0200,2024-07-16,Rowing,,,,0.79,516.0,112.0,132,0.97,Cardio,
U1141,2024-09-25,Bench Press,4.0,5.0,95.0,0.88,513.0,161.0,183,,Strength,1 out of 10
U0517,2024-03-11,Running,,,,1.03,439.0,110.0,130,0.86,Cardio,1-10
U0164,2024-07-12,Squat,3.0,12.0,61.9,1.43,520.0,133.0,148,1.06,Strength,
U0981,2024-05-21,Cycling,,,,0.85,198.0,159.0,175,0.54, Cardio ,1-10
U0839,2024-10-30,Yoga,,,,1.25,521.0,108.0,131,0.31,Mobility,N/A
U0044,2024-06-18,Deadlift,5.0,7.0,100.3,1.28,,97.0,109,0.91,STRENGTH,4.0
U0417,2024-12-18,Cycling,,,,0.81,431.0,139.0,162,1.02,Cardio,4
U0008,2024-05-20,deadlift,5.0,7.0,96.7,1.11,485.0,107.0,122,,STRENGTH,1-10
U0483,2024-11-23,Deadlift,5.0,6.0,75.8,0.78,383.0,160.0,184,0.71,Strength,7
U0309,2024-04-21,Bench Press,3.0,9.0,108.4,1.23,155.0,135.0,151,0.99,Strength,8-10
U0727,2024-12-11,Deadlift,3.0,10.0,79.7,0.51,180.0,123.0,135,0.94,Strength, 4
U0960,2024-09-01,Cycling,,,,0.41,463.0,103.0,125,0.41,Cardio,9-10
U0009,2024-03-14,Rowing,,,,0.35,513.0,98.0,123,0.53,Cardio,Level 6
U0995,2024-03-17,ROW,,,,0.54,231.0,150.0,163,0.85,Cardio,
U1179,2024-12-12,Rowing,,,,0.61,329.0,119.0,135,0.44,Cardio,
U0149,2024-04-18,Deadlift,,9.0,47.1,0.77,532.0,141.0,163,,Strength,3 
U0250,2024-04-23,Bench Press,4.0,11.0,,0.52,410.0,161.0,183,,Strength,4
U0943,2024-07-25, Squat ,4.0,5.0,120.5,0.33,599.0,120.0,142,0.67,Strength,
U1047,06-13-2024,Squat,4.0,7.0,103.8,0.38,540.0,123.0,135,0.94,Strength,7
U0336,2024-07-03, DEADLIFT ,5.0,12.0,115.5,1.3,275.0,103.0,127,0.55,Strength,3 
U0402,2024-01-13,Yoga Flow,,,,0.53,541.0,124.0,148,0.97,Mobility,N/A
U0519,2024-11-26,HIIT,,,,1.43,243.0,117.0,128,,HIIT,9 out of 10
U0104,2024-08-24,Deadlift,5.0,,40.1,1.48,281.0,116.0,137,0.52,Strength,ten
U0069,2024-08-14,Rowing,,,,0.68,363.0,128.0,150,0.69,Cardio,Level 10
U0856,2024-05-06,Squat,4.0,6.0,87.6,0.71,389.0,146.0,157,1.01, Strength ,
U1070,2024-01-14,HIIT,,,,0.34,191.0,139.0,152,1.11,HIIT,9
U0484,2024-08-11,Yoga,,,,0.67,348.0,145.0,168,0.51,Mobility,7 
U0774,2024-11-09,Cycling,,,,1.0,444.0,117.0,140,0.43,Cardio,10/10
U0487,2024-06-10,High Intensity Interval Training,,,,1.45,285.0,112.0,133,0.85,HIIT,
U0771,2024-04-07,SQUAT,4.0,,,1.46,530.0,106.0,131,1.08,Str,ten
U0021,2024-01-23,Rowing,,,,0.74,369.0,141.0,162,0.57,Cardio,10-10
U0855,2024-05-20,Yoga,,,,0.43,154.0,142.0,153,1.05,Mobility,Level 1
 U1079 ,19/03/2024,Rowing,,,,1.39,289.0,125.0,142,0.33,Cardio,Level 6
U0448,2024-01-14,Rowing,,,,1.11,307.0,164.0,177,0.6,Cardio,2
U0229,2024-05-24,Squat,4.0,9.0,110.1,0.99,220.0,148.0,162,0.8,Strength,6.0
U0382,2024-04-06,Running,,,,0.38,360.0,128.0,147,0.43,Cardio, 5
U1106,2024-06-28,Rowing,,,,0.95,351.0,151.0,167,0.54,Cardio,N/A
U0965,2024-02-27,HIIT,,,,0.47,429.0,112.0,125,0.95,HIIT,8.0
U0521,2024-08-16,Yoga Flow,,,,0.36,448.0,157.0,168,0.4,Mobility,10 out of 10
U0387,06-15-2024,Deadlift,5.0,5.0,73.6,0.77,169.0,147.0,165,0.45,strength,10.0
U0532,2024-07-25,Yoga,,,,0.43,571.0,120.0,142,0.69,Mobility,
U0600,2024-05-29, Deadlift ,5.0,7.0,114.3,0.36,365.0,127.0,143,1.09,Strength, 4
U0470,2024-08-11,Squat,4.0,8.0,90.0,1.09,270.0,108.0,126,0.72,Str,3/10
