user_id,age,gender,height_m,weight_kg,experience_level,workout_frequency_days_week,fat_percentage
U0492,57,Male,1.6,88.1,mid,2,8.5
U0493,29,Female,1.73,75.7,beginner,5,18.7
U0494,48,Male,2.3947447150402823,68.1,Advanced,3,23.4
U0495,47,Male,1.68,66.0,Beginner,5,25.7
U0496,33,F,1.69,64.8,Advanced,5,23.0
U0497,25,Female,1.63,85.5,Beginner,4,27.1
 U0498 ,50,Male,1.76,69.8,Beginner,3,26.4
U0499,50,Male,1.79,60.7,Intermediate,2,23.4
U0500,25,Male,1.81,74.5,advanced,3,19.5
U0501,49,Male,1.6,100.3,Advanced,5,
U0502,51,F,1.79,63.4,Advanced,5,18.9
U0503,56,Female,1.81,75.0,Intermediate,3,16.9
U0504,25, Male ,1.65,74.3,Advanced,3,21.2
U0505,57,Male,1.73,90.6,Advanced,5,18.9
U0506,25,FEMALE,1.94,46.1,intermediate,3,20.2
U0507,18,FEMALE,1.72,78.1, Beginner ,3,8.9
U0508,59,Female,1.67,71.1,Advanced,2,
U0509,22,Female,1.76,74.9,Intermediate,4,17.3
U0510,51,Male,,70.7,INT,5,25.6
U0511,55,MALE,1.65,74.7,Beginner,3,18.4
U0512,36,MALE,1.7,63.8,Advanced,2,25.4
U0513,55,Male,1.75,89.7,Advanced,3,17.3
U0514,21,Male,1.79,81.3,Intermediate,4,10.3
U0515,21, Female ,1.71,92.8,Advanced,2,12.5
U0516,57,Male,1.71,75.1,Beginner,3,24.0
U0517,39,Male,1.66,74.8, Beginner ,5,
 U0518 ,58,Female,1.67,74.0,Beginner,4,19.2
U0519,28, Male ,1.66,74.7,Beginner,3,26.3
U0520,18,Female,1.75,67.7,Intermediate,2,
U0521,22, male ,1.79,69.5,Advanced,2,18.4
 U0522 ,44,M,1.67,59.8,Advanced,2,21.9
U0523,50,Female,1.76,84.2,Intermediate,3,18.3
U0524,53,Male,1.64,87.2,Intermediate,3,24.7
U0525,56,Male,1.8,45.6,Advanced,2,17.9
U0526,41,Male,,,Advanced,5,33.2
U0527,47,Male,1.79,,Beginner,2,28.7
U0528,20,Female,1.73,91.7,Intermediate,2,23.4
U0529,26,Female,1.77,106.0,Advanced,5,21.4
U0530,58,Female,1.52,106.5, Intermediate ,3,23.0
U0531,32,Male,1.65,84.3,Beginner,5,20.9
 U0532 ,22,Male,1.73,80.0,Advanced,2,
U0533,22,F,1.7,50.9,Advanced,4,17.6
U0534,39,Female,1.68,72.7,Intermediate,5,21.0
U0535,57,Male,1.85,57.4,Advanced,4,16.1
U0536,36,male,2.4288709057118587,91.9,Intermediate,5,20.0
U0537,29,Female,1.89,75.7, Intermediate ,5,12.1
U0538,28,Male,1.69,77.8, Beginner ,5,16.7
 U0539 ,52,FEMALE,1.66,83.1,Beginner,5,
U0540,34,Female,1.85,81.9,Intermediate,3,22.5
U0541,30,Female,1.67,82.8,Intermediate,2,24.4
U0542,23,Male,1.76,84.4,Advanced,2,18.9
U0543,38,MALE,1.61,59.0,Beginner,2,
U0544,21,Male,,71.0,Intermediate,5,12.8
U0545,46,Female,1.69,59.8,Beginner,2,19.3
U0546,18,Male,1.53,54.5,Intermediate,5,21.1
U0547,27,Female,1.66,90.8,Intermediate,2,11.6
U0548,42, Female ,1.6,62.2,intermediate,3,16.1
U0549,54,Female,1.62,96.5,Advanced,5,13.8
U0550,23, Female ,2.475201301765503,69.2,Intermediate,4,24.4
U0551,39,Male,1.74,71.5,B,4,14.4
U0552,52,Male,1.75,59.3,mid,5,7.6
U0553,33,M,1.72,94.0,advanced,3,7.1
U0554,39,Female,,70.4,Intermediate,2,22.0
U0555,19,Female,1.75,65.9,Intermediate,4,21.7
U0556,30,Male,1.7,74.4,Intermediate,2,20.2
U0557,41,Female,1.6,97.6,Intermediate,2,21.0
U0558,40,Female,1.83,86.3,expert,2,34.0
U0559,54,Female,1.66,77.3,Intermediate,3,15.4
U0560,38,Female,1.62,75.0,Advanced,4,23.4
U0561,31,Female,,,Intermediate,3,16.7
U0562,51,Male,1.74,72.6,Beginner,3,27.8
U0563,53,Male,1.87,68.1,Advanced,3,4.2
U0564,20, Male ,1.55,81.8,Intermediate,4,22.5
U0565,48,Female,1.83,82.5,Advanced,5,22.0
 U0566 ,38,Female,1.84,52.1,B,5,16.9
U0567,29, Female ,1.56,73.7,Beginner,3,21.9
U0568,42,Female,1.83,87.2,Beginner,5,29.9
U0569,36,Male,1.74,82.6,Intermediate,3,17.7
U0570,41, Female ,1.83,89.1,Intermediate,3,18.5
U0571,49,Male,1.92,79.7,Beginner,5,10.9
U0572,50, Female ,1.73,68.1,Intermediate,5,23.2
 U0573 ,50,MALE,1.74,76.1, Beginner ,4,12.3
U0574,32, female ,1.64,75.8,Advanced,5,11.8
U0575,53,Male,1.69,62.8,Beginer,3,12.6
 U0576 ,27,Male,1.72,80.7,Advanced,2,17.2
U0577,24,Female,1.81,92.3, Beginner ,2,29.0
U0578,30,Male,1.66,88.6,Advanced,3,
U0579,33,Male,1.71,56.6,Intermediate,2,29.0
U0580,47,Female,1.52,51.2,Advanced,3,30.9
U0581,21,Female,1.56,78.0,expert,2,19.8
 U0582 ,41,Female,1.55,78.1,Advanced,5,12.0
U0583,35,Male,1.84,83.4, Advanced ,5,17.0
U0584,47,Female,1.85,86.0,Beginner,4,14.6
U0585,35, M ,1.89,,Intermediate,5,20.0
 U0586 ,46,Female,1.75,76.4,Beginner,3,21.0
U0587,43,Female,1.78,68.5, Beginner ,4,16.6
U0588,34,Female,1.88,86.9,Intermediate,2,19.6
U0589,24,MALE,1.65,76.8, Advanced ,4,69.0
U0590,47, Female ,1.61,50.4,Advanced,2,32.2
U0591,20, Male ,1.66,61.5,Intermediate,5,20.2
U0592,43,Male,1.67,67.7,Intermediate,4,18.0
U0593,54,Male,1.8,78.3,Intermediate,2,22.6
U0594,46,Female,1.73,60.9,Beginner,2,
U0595,27,Male,1.75,69.7,Advanced,4,56.0
U0596,35,female,1.85,88.5,Advanced,2,18.7
U0597,41,Female,1.82,96.6, Beginner ,5,7.5
U0598,53,Female,1.68,85.5,intermediate,4,16.7
U0599,41,Male,1.78,64.8,Beginner,4,9.1
U0600,39,Male,2.472865673161405,82.9,Advanced,2,23.8
U0601,37,Female,1.73,67.2,Advanced,3,13.4
U0602,58,F,1.65,87.0,Beginner,2,32.9
U0603,58,Male,1.7,85.3,Intermediate,2,17.9
U0604,35,Female,1.76,80.8,Intermediate,5,18.8
U0605,46,Male,1.7,57.3,Advanced,2,27.8
U0606,50,Male,1.68,89.4, Beginner ,5,22.5
U0607,38,Male,1.64,90.1,Advanced,5,
U0608,52,Male,1.63,61.3, Beginner ,4,25.6
U0609,24, Male ,1.8,72.5,Beginner,2,22.6
U0610,34,Male,1.83,62.2,Intermediate,3,15.7
U0611,42,Male,1.51,85.1,Advanced,3,27.6
U0612,37,Male,1.66,,Advanced,4,21.2
U0613,28,Male,1.64,,Intermediate,4,24.7
U0614,51,Female,,,Intermediate,3,17.2
U0615,29,Male,1.77,60.8,Intermediate,5,15.7
U0616,34,Female,1.86,96.2,Intermediate,2,58.0
U0617,45,Male,1.63,84.6,Beginner,3,54.0
U0618,20,Male,1.72,87.0,Intermediate,2,23.1
U0619,39,Male,1.69,86.6, Intermediate ,3,
U0620,37,Female,1.85,99.1,Beginner,2,26.6
U0621,57,FEMALE,1.83,56.9,Advanced,5,13.7
U0622,42, Male ,1.63,91.4,Beginner,2,18.4
U0623,41,Female,1.65,,Beginner,5,20.8
 U0624 ,36,Male,1.78,51.1,Intermediate,5,16.0
U0625,44,Male,1.57,83.8,Intermediate,2,30.2
U0626,50,Female,1.98,48.0,Advanced,4,22.5
 U0627 ,25,Female,1.75,76.6, Beginner ,5,22.8
U0628,38,Female,1.57,63.2,Advanced,2,25.3
U0629,50,Male,1.78,74.6,beginner,4,
U0630,18,female,1.69,65.8,Intermediate,5,16.0
U0631,39,Female,1.66,78.4,Advanced,2,28.4
U0632,44,Female,1.62,87.5,Advanced,2,19.1
 U0633 ,24,Male,1.61,61.2,Advanced,3,21.7
U0634,58,Male,1.9,78.9,Intermediate,2,17.9
U0635,59,Male,1.76,77.4,Intermediate,3,28.7
U0636,24, Male ,1.73,,Advanced,2,19.6
U0637,36,Female,1.74,84.7,Advanced,2,17.5
U0638,21,MALE,1.65,80.4,Intermediate,3,22.5
U0639,29,Male,1.62,75.0,Beginner,3,22.4
U0640,49,Female,1.71,51.1,Advanced,4,11.5
U0641,42,Male,,88.4,expert,2,11.9
U0642,40,Female,1.98,53.6,Beginner,3,5.1
U0643,26,Female,1.75,63.5,Intermediate,4,15.7
U0644,44,Male,1.56,72.5,INT,4,
U0645,35, Male ,1.68,72.7,Advanced,4,
U0646,53,FEMALE,1.83,95.2,Intermediate,4,18.3
U0647,33,male,1.6,64.2,Intermediate,4,
U0648,29,female,1.77,74.1, Intermediate ,5,14.9
U0649,29,Male,1.65,65.5,Intermediate,5,14.9
 U0650 ,47,Female,1.84,70.1,Beginner,4,20.2
U0651,50,FEMALE,,77.3,Advanced,2,24.4
U0652,47,Female,1.86,61.1,Beginer,5,21.1
U0653,45,Female,1.73,61.4,Beginner,3,18.6
U0654,49,Female,1.63,86.7,intermediate,4,22.2
U0655,31,Male,1.72,77.9,Intermediate,3,18.8
U0656,59,Male,1.58,73.6,Advanced,5,17.5
U0657,40,female,1.92,75.7,Intermediate,4,13.3
 U0658 ,23,Female,1.78,64.4,Advanced,4,22.1
U0659,36,Male,1.78,72.7,Advanced,5,21.9
U0660,31,Male,2.3195657520104622,73.1,Advanced,3,12.2
U0661,29,M,1.6,96.8,Beginner,3,18.5
U0662,47,Male,1.71,69.4, Advanced ,4,16.5
U0663,27,Female,1.83,56.3,Beginner,5,27.5
 U0664 ,36,Male,1.67,57.3,Intermediate,4,23.3
U0665,31,Female,1.94,64.9,Advanced,5,15.7
U0666,24,Male,1.84,71.8,Intermediate,5,17.8
U0667,42,Male,1.81,71.3,Intermediate,3,20.6
U0668,49,Female,1.84,61.9,Beginner,5,15.1
U0669,55,Female,1.75,46.9, Intermediate ,2,10.4
U0670,53,FEMALE,1.85,94.5,Advanced,2,19.5
U0671,56,Female,1.73,61.3,Intermediate,3,21.1
U0672,47,Female,1.73,79.7,Beginner,4,15.5
U0673,51,Male,1.87,66.5,Advanced,5,18.4
U0674,58,male,1.73,55.4,Beginner,5,25.2
U0675,55,Male,1.62,72.4,Advanced,4,20.5
U0676,59,Female,1.81,80.1,Beginner,4,34.2
U0677,36,Male,1.58,85.4,Intermediate,5,17.2
U0678,23,Female,1.65,, Advanced ,5,14.8
U0679,39,Female,1.71,73.1,Beginner,2,21.1
U0680,34,Female,1.61,86.3,Intermediate,3,22.8
 U0681 ,18,Male,1.76,,Beginner,5,21.1
U0682,34,Female,1.65,44.1, Intermediate ,3,
U0683,49,Male,1.89,61.3,Beginner,5,15.2
 U0684 ,48,Male,1.68,92.1,Beginner,2,22.1
U0685,18,Female,1.71,79.3,Beginner,2,16.6
U0686,36,Male,1.59,57.9,Advanced,3,18.3
U0687,34,Male,1.66,77.1,Intermediate,2,22.6
U0688,28,Female,1.73,71.7,INT,2,16.8
U0689,56,Male,1.73,72.8,Advanced,5,25.7
 U0690 ,18,Male,1.88,78.6, Beginner ,5,18.5
U0691,52,Male,,69.9,Advanced,3,13.4
U0692,27, Female ,1.77,65.9,Beginner,5,21.4
U0693,44,Male,1.66,,Beginner,3,
U0694,59,Female,1.84,79.7, Advanced ,2,20.0
U0695,31,Male,1.62,47.9,INT,2,15.9
U0696,55,MALE,1.46,64.5,Intermediate,4,13.5
U0697,48,Female,1.79,84.3,Intermediate,3,13.4
U0698,23,MALE,1.65,45.4,Beginner,5,27.7
U0699,44,Female,1.61,67.3,Intermediate,5,30.0
 U0700 ,58,Female,1.71,58.0,Beginner,3,14.5
U0701,23,Male,1.82,72.2,Intermediate,3,
 U0702 ,27,Female,1.76,,Beginner,5,25.1
U0703,32,Female,1.73,75.8,Intermediate,4,20.0
U0704,31, Female ,1.79,,Intermediate,2,13.4
U0705,38,Female,1.7,93.7,Advanced,4,33.6
U0706,32,Female,1.42,89.2,Intermediate,3,11.5
U0707,36,Female,1.73,75.8,Beginner,2,17.3
U0708,49,Male,,59.9,beginner,3,27.1
U0709,22,Female,1.79,85.7,Beginner,3,25.3
U0710,49,Male,1.5,75.2,Intermediate,3,18.5
U0711,31,Female,1.68,91.0,Advanced,5,24.7
U0712,21,Male,1.79,43.9,Intermediate,3,
U0713,48,M,1.6,88.5,Beginner,2,21.0
U0714,39,Female,1.79,86.5,Advanced,3,24.4
U0715,27,Male,1.85,84.7,Intermediate,2,19.1
U0716,18,Female,1.73,61.4,Advanced,5,15.5
U0717,45,F,1.64,,Intermediate,5,25.8
U0718,35,Male,1.65,64.2, Beginner ,4,16.1
U0719,25,Female,1.73,91.9,B,5,24.9
U0720,35,Male,1.74,69.4,advanced,4,
U0721,22,Male,1.7,58.5, Beginner ,5,16.8
U0722,21,Male,1.77,84.6,Advanced,3,15.8
U0723,29, Male ,1.72,73.8,Intermediate,3,18.3
U0724,36, Female ,1.91,79.3,Advanced,2,
U0725,45, female ,1.79,61.1,Intermediate,3,25.8
U0726,33,Male,1.65,79.9, Intermediate ,4,22.5
 U0727 ,24,Male,1.76,,Beginner,2,15.3
U0728,19,Male,1.84,84.0,Beginner,5,14.2
U0729,31,Female,1.74,73.7,Intermediate,5,16.0
U0730,37,M,1.64,,Advanced,4,17.3
 U0731 ,30,Female,1.71,65.4,Beginner,2,29.6
U0732,32,Male,1.91,83.7,Advanced,3,9.5
U0733,55,Male,1.63,78.3,INT,2,6.2
U0734,57,Male,1.74,68.2,Intermediate,4,18.2
U0735,42,Male,1.47,77.3,Intermediate,4,18.8
 U0736 ,41,Male,1.6,65.8,Intermediate,2,16.3
U0737,58,F,1.72,,Beginner,2,22.7
U0738,32,FEMALE,1.67,73.5,Advanced,3,28.2
U0739,45, Male ,1.75,76.1,Intermediate,5,19.1
U0740,54, Male ,1.71,76.2, Intermediate ,2,18.1
U0741,47,Male,1.6,81.3, Intermediate ,4,15.8
U0742,32,Female,1.65,81.6,Intermediate,5,15.5
 U0743 ,22,F,1.62,, Intermediate ,4,24.6
U0744,22,Female,1.67,82.1,beginner,3,17.0
U0745,28,MALE,,74.1, Advanced ,5,32.1
U0746,38,Male,1.81,79.5, Beginner ,2,26.6
U0747,53,Male,1.84,77.0, Intermediate ,4,3.7
U0748,49,Male,1.87,,Advanced,2,25.1
U0749,40,female,1.56,78.4,Beginner,2,8.5
U0750,58,MALE,1.74,88.6,Beginner,4,19.7
U0751,26,Male,1.7,93.4,Advanced,3,12.0
U0752,42,FEMALE,1.8,62.4,Advanced,4,31.2
U0753,23,Male,1.54,55.1,Intermediate,3,7.6
U0754,24,Female,1.7,57.9,Intermediate,5,21.7
U0755,28,Female,,65.8, B ,3,17.1
 U0756 ,30,Male,1.7,85.6,Advanced,5,17.5
U0757,51,Male,1.79,81.2,Advanced,3,
 U0758 ,21,Female,1.82,60.2,B,4,21.6
U0759,52,Female,1.8,55.2,Advanced,4,18.2
U0760,53,Male,1.82,88.2,Advanced,5,22.0
U0761,18,F,1.64,95.5,Beginner,5,19.9
U0762,19,Male,1.79,77.6,Intermediate,4,19.6
U0763,50,Male,1.76,99.8,Advanced,5,27.0
U0764,46,female,1.86,80.3,Beginner,5,21.3
U0765,52,Male,1.82,52.5,Advanced,5,20.1
U0766,53,Female,1.77,89.4,Advanced,2,20.9
U0767,47,Female,1.68,73.9,Intermediate,4,15.2
U0768,22,Male,1.79,70.9,Beginner,4,16.2
U0769,26,Male,1.77,79.3,Advanced,3,25.6
U0770,50,Male,1.82,82.5,Intermediate,3,18.7
U0771,32,Male,1.88,85.7, Beginner ,5,16.3
U0772,42,Male,1.75,77.8,Advanced,4,9.8
U0773,24,Male,1.79,72.2,Beginner,2,16.5
U0774,46,Male,1.89,96.3,Beginner,5,20.8
U0775,58,male,1.51,73.5, Beginner ,4,6.6
U0776,22,Male,2.455604655064351,74.3,Intermediate,4,12.0
 U0777 ,30,Female,1.87,59.0,intermediate,5,19.3
U0778,41,Male,1.73,45.6,Beginner,4,15.1
U0779,35,female,1.87,70.8,Intermediate,3,19.9
U0780,51,Male,1.65,82.3,Beginner,3,10.8
 U0781 ,23,Female,1.74,87.9,advanced,4,14.5
U0782,42,Male,1.71,57.5,B,2,19.2
U0783,34,Male,1.61,67.9,Intermediate,4,26.8
U0784,35,Male,1.74,67.6,Advanced,4,15.6
U0785,44,Male,1.72,83.3,Intermediate,2,17.9
U0786,27,M,1.72,69.6,Advanced,3,14.1
U0787,25,Female,1.75,62.4,Beginer,2,11.0
U0788,19,female,1.77,83.6,Advanced,2,26.3
U0789,37,Male,1.68,74.1,Advanced,4,18.5
U0790,53,Male,1.68,92.1,Advanced,4,11.0
 U0791 ,43,M,1.66,70.0,Beginner,2,14.2
U0792,25,Female,1.91,43.0,INT,2,
U0793,54,Female,1.85,57.4,Advanced,2,21.2
U0794,28,Female,1.84,68.7,Intermediate,2,23.1
U0795,34,Female,1.75,74.9,Intermediate,5,16.0
U0796,51,Male,1.75,59.3, Intermediate ,5,13.4
U0797,37,M,1.84,66.3,Intermediate,3,20.0
U0798,29,Male,1.73,81.9,Advanced,3,
U0799,28, Male ,1.76,58.7,Intermediate,3,26.5
U0800,58,Female,1.65,88.8,Advanced,5,17.7
 U0801 ,50,Male,1.71,89.2, Intermediate ,2,23.3
U0802,52,Male,1.65,92.7,Beginner,5,18.0
U0803,52,MALE,1.84,66.8,mid,2,17.1
U0804,55,Male,1.8,59.7,Intermediate,3,23.2
U0805,43,Male,1.65,55.9,Intermediate,5,22.4
U0806,27,M,1.73,,Beginner,2,22.1
 U0807 ,50,Male,,78.0,intermediate,2,27.3
U0808,36, Male ,1.82,89.0,Beginner,5,20.3
U0809,44,Female,1.6,94.2,Beginner,4,35.8
U0810,33,Female,1.79,60.5,Beginner,5,16.1
U0811,54,Female,1.58,57.3,Beginner,5,19.5
U0812,50,Male,1.79,58.6,Intermediate,3,25.6
U0813,25,Male,1.69,69.2,intermediate,2,24.9
U0814,52,male,1.61,65.9,Advanced,2,28.6
U0815,38,FEMALE,1.72,68.0,Intermediate,2,19.1
U0816,21,Male,1.83,78.3, Beginner ,3,12.4
U0817,25,female,1.7,89.7,Advanced,2,14.6
U0818,18,Male,1.68,73.9,Intermediate,3,25.1
U0819,34,Female,1.65,68.4,Beginner,2,28.8
U0820,42,Male,1.67,80.6,Beginner,2,23.2
U0821,34,Male,1.7,63.8,Intermediate,4,19.1
U0822,43,Female,,82.2,Advanced,3,29.9
U0823,56,Female,1.41,73.6,Advanced,3,18.0
U0824,24,Male,1.74,86.2,advanced,2,
U0825,53,Female,1.85,78.5,Advanced,4,23.8
U0826,35,Male,1.73,68.4,Intermediate,2,13.7
 U0827 ,34,Female,1.75,75.0, Advanced ,3,18.4
U0828,34,Female,1.85,71.9,Intermediate,2,19.9
U0829,56, Female ,1.7,100.0,Advanced,4,9.9
U0830,20,Female,1.71,87.1,Intermediate,5,24.9
U0831,49,Female,1.83,71.0,Advanced,2,5.3
U0832,36,Male,1.56,78.7,Beginner,4,17.7
U0833,27,female,1.75,105.0,Intermediate,2,22.1
U0834,46,Male,,78.5,Intermediate,5,
U0835,54,Female,1.81,69.1,ADV,2,18.8
U0836,39,Male,1.46,67.2,Advanced,3,24.0
U0837,22,Female,1.61,47.7,Advanced,3,27.6
U0838,27,Female,1.69,71.4,INT,4,18.8
 U0839 ,58,Female,2.3021772386774573,81.5,Intermediate,3,9.4
U0840,37,Male,1.68,94.9, Intermediate ,4,
U0841,36,Female,1.86,64.2,Intermediate,4,7.7
U0842,33,Female,1.77,73.5, Beginner ,3,20.0
U0843,55,Male,1.78,64.8, Beginner ,4,32.9
U0844,56,Male,1.82,69.0,Advanced,4,17.8
U0845,25,Male,1.64,69.9,Intermediate,5,12.3
U0846,57,Male,1.61,77.3, Advanced ,4,24.5
 U0847 ,54,Female,1.8,84.2,Intermediate,2,16.2
U0848,29,Male,1.78,56.0,Beginner,4,
 U0849 ,40,Female,1.64,76.0,Beginner,2,29.1
U0850,49, Female ,1.56,,Beginner,2,20.3
U0851,39,Female,1.8,, Advanced ,5,19.4
U0852,21,male,1.64,47.5,Advanced,2,29.4
U0853,22, Male ,,79.9,Intermediate,4,16.7
U0854,28,Female,1.84,44.8,Advanced,5,
U0855,43,Male,1.78,59.0,B,3,24.5
U0856,37,Female,1.71,69.6,Advanced,3,17.3
U0857,51,Female,1.83,84.1, Intermediate ,5,13.6
U0858,37,Female,1.71,85.2,Advanced,2,17.5
 U0859 ,33,male,1.62,79.7,beginner,4,17.4
U0860,46,Female,1.67,,Intermediate,2,24.0
U0861,48, Female ,1.71,58.1,Advanced,4,20.6
U0862,45,Female,1.72,75.4,Advanced,4,15.6
U0863,28,FEMALE,1.74,64.7,beginner,4,23.9
U0864,46,Male,1.68,65.5,Intermediate,4,14.2
U0865,44,Female,1.64,57.4,Advanced,2,19.3
U0866,42,Female,1.67,67.7,Intermediate,2,18.7
U0867,51,Female,1.69,61.6,Advanced,5,61.0
U0868,27, Male ,1.85,87.9, Beginner ,2,23.9
U0869,30,F,1.63,80.7,mid,4,20.9
U0870,27,Male,1.73,79.5,Advanced,5,16.3
U0871,53,Male,1.46,75.7,Beginner,3,16.0
U0872,58,Female,1.73,75.0,Intermediate,2,
U0873,42,male,1.56,71.1,Intermediate,3,28.8
U0874,29,Male,1.76,73.7, Beginner ,2,9.1
U0875,50,Male,1.81,82.8,Beginner,4,
U0876,58,MALE,1.96,79.4,Advanced,2,19.8
U0877,53,Female,1.72,88.1,Beginner,3,8.4
U0878,38,Male,1.67,103.9,Intermediate,4,28.9
 U0879 ,50,M,1.71,67.3,Advanced,2,22.1
U0880,39,F,,85.3,Beginner,3,17.6
U0881,39,M,1.77,84.8,Advanced,4,30.5
 U0882 ,22, Male ,1.59,,Advanced,3,21.8
 U0883 ,22,Male,1.76,68.1,Beginner,2,21.4
U0884,37,FEMALE,1.76,62.4,Intermediate,2,21.2
U0885,54,Female,1.46,83.8,Beginner,4,14.0
U0886,57,Female,1.68,85.0,Intermediate,2,23.2
U0887,57,male,1.65,86.3,Advanced,2,20.1
U0888,46, Female ,1.56,61.9,Beginner,2,14.6
U0889,41,Female,1.87,67.8,Advanced,2,23.0
U0890,23,Female,1.99,63.0, Beginner ,2,16.2
U0891,40,Female,1.82,73.5,Beginner,2,25.5
 U0892 ,37,Female,1.81,65.0,Intermediate,4,28.0
U0893,21,Male,1.6,59.8,Beginner,4,10.2
U0894,50,Male,1.83,72.8,Beginner,5,18.0
U0895,38, FEMALE ,1.72,71.3,mid,4,21.2
U0896,58, Female ,1.62,60.4,Advanced,3,23.1
 U0897 ,27,female,1.55,76.9,expert,5,24.3
U0898,36,Female,1.64,70.1,Advanced,3,9.9
U0899,29,Male,1.69,91.8,Intermediate,5,11.1
U0900,53,Male,,73.5,Advanced,2,21.9
U0901,45,Male,1.72,76.9,Beginner,4,16.5
U0902,21,Male,1.9,81.2,Beginer,5,16.6
U0903,37,Male,1.71,76.5,Beginner,4,18.0
U0904,48,female,1.68,69.6,Intermediate,2,17.3
 U0905 ,43,Female,1.72,63.1,mid,3,13.7
U0906,21,Female,1.56,56.6, Advanced ,2,20.4
U0907,29,Female,2.4305882768378138,80.2, Beginner ,5,15.5
U0908,23,FEMALE,1.82,83.4, beginner ,5,16.4
U0909,43,Male,1.75,113.1,Intermediate,5,
U0910,45,Female,1.61,89.3,Beginner,2,16.5
U0911,22,Male,1.85,65.0,Advanced,3,28.6
U0912,42,Male,1.7,62.1,Advanced,2,19.9
U0913,41,Male,1.8,84.4,Beginner,4,16.3
U0914,32, Female ,1.76,68.6,Intermediate,4,11.6
 U0915 ,24,Female,1.71,93.1,Advanced,4,14.4
U0916,34,Male,1.62,81.4,Beginner,2,13.5
U0917,54,Female,1.79,75.9, Advanced ,5,9.7
U0918,27,Female,1.8,72.9,Advanced,3,9.0
U0919,32,female,1.68,74.6,Beginner,2,35.0
 U0920 ,59,FEMALE,1.73,70.7,Intermediate,3,19.9
U0921,35,female,1.83,63.6,INT,4,12.9
U0922,53,Male,1.64,84.6,Advanced,2,21.6
U0923,36,Male,1.79,75.4,Intermediate,5,24.4
U0924,33,M,1.62,, Intermediate ,3,13.9
 U0925 ,55,FEMALE,1.69,69.4,Advanced,5,28.7
U0926,34,Male,1.59,69.9,Advanced,3,26.3
U0927,42,Male,1.52,,Advanced,4,22.3
U0928,27,Male,1.68,74.0,Beginner,2,8.3
U0929,44,Female,1.85,90.3,Beginner,5,23.8
U0930,49,Male,1.79,96.1,Beginner,5,
U0931,46,Male,1.82,85.6,Intermediate,2,
U0932,46,Male,1.76,69.4,Advanced,4,17.9
U0933,28,Male,,92.8, Beginner ,3,19.1
U0934,38,F,1.62,70.1,expert,5,25.0
U0935,52,Male,1.6,92.0,Intermediate,3,22.4
U0936,25,Female,1.74,84.4,Advanced,4,21.3
U0937,23,FEMALE,1.71,70.1,Intermediate,4,27.8
U0938,40,Female,1.66,63.1,Intermediate,3,
 U0939 ,39,Male,1.6,65.5,Advanced,5,19.7
 U0940 ,40, Male ,1.69,67.2,Intermediate,3,22.0
U0941,42,Female,1.68,80.6,intermediate,2,21.7
U0942,27,Male,1.72,69.3,Beginer,2,23.8
U0943,58,Male,1.82,69.2,Intermediate,2,21.9
U0944,49,Female,1.79,,Beginer,4,14.9
U0945,51,Male,1.73,84.7,Intermediate,5,29.5
U0946,59,Female,1.89,,Advanced,2,22.1
U0947,35,Male,1.64,92.1,Intermediate,2,15.0
U0948,39,Male,1.71,67.9,advanced,2,52.0
U0949,29,Female,1.7,63.1,Beginner,3,21.9
U0950,18,Male,1.54,77.7,Advanced,4,12.9
U0951,49,Female,1.69,91.8,B,3,33.5
U0952,50,Female,1.71,62.6, Intermediate ,3,
U0953,59,Female,1.69,65.0,Advanced,5,18.1
U0954,56,female,2.453076515428762,69.1, Advanced ,2,15.0
U0955,52,Male,1.67,70.9,Advanced,4,16.2
U0956,34,Male,1.75,98.2,beginner,3,22.1
U0957,20,Male,1.66,100.4,Beginner,2,14.5
 U0958 ,24,Male,1.69,70.1,Beginner,4,24.6
U0959,58,Male,1.65,86.4,Advanced,4,
U0960,42,Female,1.66,93.7,Intermediate,4,30.1
U0961,18,F,1.84,47.7,Beginner,4,18.9
U0962,37,Male,1.67,47.1,Beginner,2,12.7
U0963,41,Male,1.7,66.1,Advanced,4,8.6
U0964,28,Female,1.86,90.3,Beginner,4,20.9
U0965,21,Male,1.73,94.8,Beginner,4,20.0
U0966,31,M,1.73,93.2,Intermediate,2,27.2
 U0967 ,59,Male,1.82,88.6,Intermediate,2,20.7
U0968,54,M,1.61,65.4,Intermediate,4,3.1
U0969,39, Female ,1.76,62.2,Beginer,3,13.0
U0970,20,Female,1.65,75.0,Intermediate,2,20.0
U0971,42,Male,1.72,,Beginner,5,15.9
U0972,18,Female,1.89,88.2,expert,3,23.1
U0973,23,Female,1.65,84.0,Advanced,3,15.7
U0974,33,Female,1.81,75.6,Intermediate,5,19.6
U0975,35,Male,,71.8,Intermediate,2,9.3
 U0976 ,43,Male,1.62,57.3,Intermediate,5,25.3
U0977,27,Female,1.83,68.1,Beginner,2,13.0
 U0978 ,23,Female,1.78,54.3,B,4,16.4
U0979,18,Male,1.76,75.3, Beginner ,4,
U0980,31,male,1.76,75.0,Intermediate,2,24.5
U0981,26,Female,1.76,73.9,Beginner,2,13.2
U0982,59,Male,1.66,81.7,Beginner,2,7.6
U0983,28,Female,1.45,89.3,Beginner,3,32.1
U0984,31,Female,,66.3,Advanced,3,18.5
U0985,28,female,1.7,81.8,Advanced,2,64.0
